-23.53605,-46.77255;-23.462877,-46.875227
-23.53605,-46.77255;-23.488628,-46.883494
-23.53605,-46.77255;-23.484504,-46.863243
-23.53605,-46.77255;-23.493305,-46.88036
-23.53605,-46.77255;-23.498618,-46.852081
-23.53605,-46.77255;-23.502462,-46.831496
-23.53605,-46.77255;-23.555224,-46.836519
-23.53605,-46.77255;-23.518023,-46.859695
-23.53605,-46.77255;-23.518061,-46.853146
-23.53605,-46.77255;-23.612274,-46.932191
-23.53605,-46.77255;-23.602868,-46.906624
-23.53605,-46.77255;-23.553214,-46.936097
-23.53605,-46.77255;-23.536243,-46.939834
-23.53605,-46.77255;-23.5338021,-46.78724
-23.53605,-46.77255;-23.552966,-46.792419
-23.53605,-46.77255;-23.524678,-46.811874
-23.53605,-46.77255;-23.530406,-46.786711
-23.53605,-46.77255;-23.53605,-46.77255
-23.53605,-46.77255;-23.5630463,-46.790852
-23.53605,-46.77255;-23.5735843,-46.7101615
-23.53605,-46.77255;-23.581024,-46.730702
-23.53605,-46.77255;-23.578492,-46.709373
-23.53605,-46.77255;-23.587351,-46.7320433
-23.53605,-46.77255;-23.6248761,-46.7647279
-23.53605,-46.77255;-23.553796,-46.743395
-23.53605,-46.77255;-23.5922445,-46.7319317
-23.53605,-46.77255;-23.5489518,-46.7061765
-23.53605,-46.77255;-23.5153853,-46.6966521
-23.53605,-46.77255;-23.588038,-46.723247
-23.53605,-46.77255;-23.582759,-46.713375
-23.53605,-46.77255;-23.527768,-46.704739
-23.53605,-46.77255;-23.514707,-46.699153
-23.53605,-46.77255;-23.529658,-46.727104
-23.53605,-46.77255;-23.587698,-46.726941
-23.53605,-46.77255;-23.524802,-46.708829
-23.53605,-46.77255;-23.554222,-46.709644
-23.53605,-46.77255;-23.596163,-46.745935
-23.53605,-46.77255;-23.611505,-46.73425
-23.53605,-46.77255;-23.554081,-46.742904
-23.53605,-46.77255;-23.5456266,-46.71767
-23.53605,-46.77255;-23.610523,-46.727398
-23.53605,-46.77255;-23.517407,-46.729103
-23.53605,-46.77255;-23.54338,-46.711406
-23.53605,-46.77255;-23.506935,-46.746845
-23.53605,-46.77255;-23.5571725,-46.7451275
-23.53605,-46.77255;-23.615256,-46.742275
-23.53605,-46.77255;-23.605209,-47.0223961
-23.53605,-46.77255;-23.607689,-47.034954
-23.48964,-46.56503;-23.400933,-46.318348
-23.48964,-46.56503;-23.4856721,-46.5511804
-23.48964,-46.56503;-23.474572,-46.531652
-23.48964,-46.56503;-23.42301,-46.394891
-23.48964,-46.56503;-23.417169,-46.4554528
-23.48964,-46.56503;-23.4634,-46.52678
-23.48964,-46.56503;-23.4636449,-46.5272834
-23.48964,-46.56503;-23.465073,-46.513645
-23.48964,-46.56503;-23.4580203,-46.5686889
-23.48964,-46.56503;-23.451614,-46.551007
-23.48964,-46.56503;-23.41867,-46.382117
-23.48964,-46.56503;-23.423923,-46.489185
-23.48964,-46.56503;-23.455924,-46.560096
-23.48964,-46.56503;-23.451438,-46.474596
-23.48964,-46.56503;-23.454873,-46.566468
-23.48964,-46.56503;-23.544909,-46.252674
-23.48964,-46.56503;-23.534523,-46.185689
-23.48964,-46.56503;-23.450356,-46.56945
-23.48964,-46.56503;-23.53789,-46.476697
-23.48964,-46.56503;-23.5015338,-46.5765957
-23.48964,-46.56503;-23.564388,-46.415779
-23.48964,-46.56503;-23.508735,-46.600274
-23.48964,-46.56503;-23.478894,-46.673037
-23.48964,-46.56503;-23.493988,-46.659598
-23.48964,-46.56503;-23.513553,-46.67187
-23.48964,-46.56503;-23.489648,-46.565034
-23.48964,-46.56503;-23.506395,-46.623865
-23.48964,-46.56503;-23.520642,-46.555165
-23.48964,-46.56503;-23.468892,-46.568901
-23.48964,-46.56503;-23.508894,-46.685169
-23.48964,-46.56503;-23.523658,-46.475042
-23.48964,-46.56503;-23.506936,-46.667286
-23.48964,-46.56503;-23.522184,-46.526204
-23.48964,-46.56503;-23.486943,-46.620766
-23.48964,-46.56503;-23.529125,-46.560363
-23.48964,-46.56503;-23.491969,-46.611397
-23.48964,-46.56503;-23.503075,-46.63693
-23.48964,-46.56503;-23.481687,-46.6556
-23.48964,-46.56503;-23.500639,-46.686248
-23.48964,-46.56503;-23.464005,-46.583487
-23.48964,-46.56503;-23.5592457,-46.4461144
-23.48964,-46.56503;-23.44479,-46.73579
-23.48964,-46.56503;-23.479558,-46.726829
-23.48964,-46.56503;-23.5583213,-46.4452154
-23.48964,-46.56503;-23.508902,-46.605427
-23.48964,-46.56503;-23.512714,-46.590859
-23.48964,-46.56503;-23.551894,-46.319705
-23.48964,-46.56503;-23.559059,-46.33266
-23.65486,-46.69132;-23.626187,-46.73691
-23.65486,-46.69132;-23.624861,-46.628646
-23.65486,-46.69132;-23.642932,-46.699149
-23.65486,-46.69132;-23.627402,-46.675138
-23.65486,-46.69132;-23.696655,-46.714833
-23.65486,-46.69132;-23.730803,-46.697857
-23.65486,-46.69132;-23.6297936,-46.6869322
-23.65486,-46.69132;-23.664238,-46.659785
-23.65486,-46.69132;-23.6208,-46.690992
-23.65486,-46.69132;-23.6448163,-46.7195239
-23.65486,-46.69132;-23.673213,-46.7120318
-23.65486,-46.69132;-23.656981,-46.717382
-23.65486,-46.69132;-23.61433,-46.658597
-23.65486,-46.69132;-23.607545,-46.693866
-23.65486,-46.69132;-23.600175,-46.667445
-23.65486,-46.69132;-23.615524,-46.666598
-23.65486,-46.69132;-23.643989,-46.742563
-23.65486,-46.69132;-23.639197,-46.642844
-23.65486,-46.69132;-23.667652,-46.677878
-23.65486,-46.69132;-23.6072941,-46.6707622
-23.65486,-46.69132;-23.614791,-46.627427
-23.65486,-46.69132;-23.6930607,-46.698714
-23.65486,-46.69132;-23.610515,-46.677418
-23.65486,-46.69132;-23.6739806,-46.7125576
-23.65486,-46.69132;-23.645463,-46.730042
-23.65486,-46.69132;-23.66008,-46.685975
-23.65486,-46.69132;-23.595437,-46.66972
-23.65486,-46.69132;-23.665261,-46.782975
-23.65486,-46.69132;-23.611812,-46.665253
-23.65486,-46.69132;-23.642216,-46.666321
-23.65486,-46.69132;-23.6052409,-46.6753397
-23.65486,-46.69132;-23.60992,-46.663756
-23.65486,-46.69132;-23.649662,-46.726807
-23.65486,-46.69132;-23.621867,-46.671966
-23.65486,-46.69132;-23.646657,-46.663175
-23.65486,-46.69132;-23.632779,-46.638102
-23.65486,-46.69132;-23.669954,-46.648041
-23.65486,-46.69132;-23.608765,-46.667293
-23.65486,-46.69132;-23.577385,-46.686932
-23.65486,-46.69132;-23.6726314,-46.8034272
-23.65486,-46.69132;-23.611073,-46.685637
-23.65486,-46.69132;-23.638701,-46.737022
-23.65486,-46.69132;-23.654863,-46.691328
-23.65486,-46.69132;-23.705514,-46.70218
-23.65486,-46.69132;-23.66895,-46.650138
-23.65486,-46.69132;-23.651047,-46.640259
-23.65486,-46.69132;-23.665284,-46.67807
-23.56762,-46.61319;-23.533835,-46.583677
-23.56762,-46.61319;-23.522778,-46.659933
-23.56762,-46.61319;-23.537559,-46.560746
-23.56762,-46.61319;-23.607797,-46.627683
-23.56762,-46.61319;-23.5851849,-46.6179096
-23.56762,-46.61319;-23.61913,-46.601625
-23.56762,-46.61319;-23.568599,-46.582497
-23.56762,-46.61319;-23.613822,-46.601075
-23.56762,-46.61319;-23.532243,-46.659031
-23.56762,-46.61319;-23.553437,-46.658314
-23.56762,-46.61319;-23.571546,-46.633298
-23.56762,-46.61319;-23.557363,-46.572183
-23.56762,-46.61319;-23.54363,-46.561372
-23.56762,-46.61319;-23.5529614,-46.6738097
-23.56762,-46.61319;-23.591201,-46.550558
-23.56762,-46.61319;-23.545852,-46.681682
-23.56762,-46.61319;-23.572323,-46.64561
-23.56762,-46.61319;-23.550063,-46.571778
-23.56762,-46.61319;-23.546557,-46.658083
-23.56762,-46.61319;-23.533224,-46.629754
-23.56762,-46.61319;-23.603043,-46.625682
-23.56762,-46.61319;-23.569797,-46.644042
-23.56762,-46.61319;-23.567626,-46.613194
-23.56762,-46.61319;-23.604714,-46.625722
-23.56762,-46.61319;-23.5375466,-46.6679183
-23.56762,-46.61319;-23.559908,-46.629469
-23.56762,-46.61319;-23.566386,-46.662927
-23.56762,-46.61319;-23.558615,-46.521377
-23.56762,-46.61319;-23.584514,-46.577972
-23.56762,-46.61319;-23.542758,-46.570613
-23.56762,-46.61319;-23.616018,-46.608994
-23.56762,-46.61319;-23.586749,-46.634718
-23.56762,-46.61319;-23.601304,-46.644565
-23.56762,-46.61319;-23.532056,-46.645563
-23.56762,-46.61319;-23.612318,-46.618521
-23.56762,-46.61319;-23.585217,-46.602027
-23.56762,-46.61319;-23.550744,-46.606751
-23.56762,-46.61319;-23.554628,-46.6548253
-23.56762,-46.61319;-23.582011,-46.55217
-23.56762,-46.61319;-23.58681,-46.643252
-23.56762,-46.61319;-23.5341989,-46.6728307
-23.56762,-46.61319;-23.5856881,-46.6181907
-23.56762,-46.61319;-23.5607866,-46.6785954
-23.56762,-46.61319;-23.564936,-46.58969
-23.56762,-46.61319;-23.591848,-46.627748
-23.56762,-46.61319;-23.602732,-46.542631
-23.56762,-46.61319;-23.552492,-46.621518
-23.56762,-46.61319;-23.539,-46.661371
-23.56762,-46.61319;-23.531852,-46.522709
-23.70568,-46.55063;-23.679594,-46.596021
-23.70568,-46.55063;-23.6857382,-46.6168527
-23.70568,-46.55063;-23.6838897,-46.6334083
-23.70568,-46.55063;-23.680209,-46.600498
-23.70568,-46.55063;-23.990012,-46.286957
-23.70568,-46.55063;-23.624695,-46.483861
-23.70568,-46.55063;-23.665096,-46.4335212
-23.70568,-46.55063;-23.683986,-46.469496
-23.70568,-46.55063;-23.676914,-46.465342
-23.70568,-46.55063;-23.6651899,-46.4341725
-23.70568,-46.55063;-23.6655775,-46.4665554
-23.70568,-46.55063;-23.671622,-46.458875
-23.70568,-46.55063;-24.026642,-46.48182
-23.70568,-46.55063;-23.682827,-46.3678
-23.70568,-46.55063;-23.638189,-46.53416
-23.70568,-46.55063;-23.647325,-46.545634
-23.70568,-46.55063;-23.6718811,-46.5267441
-23.70568,-46.55063;-23.634147,-46.503154
-23.70568,-46.55063;-23.651876,-46.511256
-23.70568,-46.55063;-23.637693,-46.542561
-23.70568,-46.55063;-23.653926,-46.536786
-23.70568,-46.55063;-23.672056,-46.539754
-23.70568,-46.55063;-23.664325,-46.509322
-23.70568,-46.55063;-23.672426,-46.539712
-23.70568,-46.55063;-23.642101,-46.550721
-23.70568,-46.55063;-23.627061,-46.535587
-23.70568,-46.55063;-23.652378,-46.53403
-23.70568,-46.55063;-23.649937,-46.547836
-23.70568,-46.55063;-23.664812,-46.489967
-23.70568,-46.55063;-23.9689529,-46.3123624
-23.70568,-46.55063;-23.690535,-46.577106
-23.70568,-46.55063;-23.731692,-46.552507
-23.70568,-46.55063;-23.689725,-46.567793
-23.70568,-46.55063;-23.70568,-46.550632
-23.70568,-46.55063;-23.683563,-46.57278
-23.70568,-46.55063;-23.717221,-46.5490017
-23.70568,-46.55063;-23.707466,-46.575584
-23.70568,-46.55063;-23.718402,-46.603727
-23.70568,-46.55063;-23.654379,-46.567719
-23.70568,-46.55063;-23.62671,-46.55724
-23.70568,-46.55063;-23.747256,-46.555407
-23.70568,-46.55063;-23.625004,-46.461509
-23.70568,-46.55063;-23.9616091,-46.39732
-23.20047,-45.88573;-23.1021046,-45.6308129
-23.20047,-45.88573;-22.734531,-45.586681
-23.20047,-45.88573;-22.744285,-45.599987
-23.20047,-45.88573;-23.6189404,-45.4009253
-23.20047,-45.88573;-23.6244592,-45.4174336
-23.20047,-45.88573;-23.200476,-45.885737
-23.20047,-45.88573;-23.223065,-45.900775
-23.20047,-45.88573;-23.2231545,-45.9115482
-23.20047,-45.88573;-23.231751,-45.9012646
-23.20047,-45.88573;-23.2049401,-45.8832335
-23.20047,-45.88573;-23.163709,-45.894669
-23.20047,-45.88573;-23.2433192,-45.8823568
-23.20047,-45.88573;-23.7798094,-45.3992805
-23.20047,-45.88573;-23.032251,-45.556743
-23.20047,-45.88573;-23.003466,-45.546097
-23.20047,-45.88573;-23.4434746,-45.0704375
-23.20047,-45.88573;-23.435462,-45.072726
-23.17342,-46.88517;-23.117265,-46.580273
-23.17342,-46.88517;-22.968274,-46.543586
-23.17342,-46.88517;-22.941751,-46.535722
-23.17342,-46.88517;-22.9153784,-46.5488988
-23.17342,-46.88517;-22.9667434,-46.5430882
-23.17342,-46.88517;-23.275787,-46.745004
-23.17342,-46.88517;-23.1191103,-47.2273789
-23.17342,-46.88517;-23.109114,-47.231056
-23.17342,-46.88517;-23.076758,-47.209601
-23.17342,-46.88517;-23.1230893,-47.2254443
-23.17342,-46.88517;-22.998173,-46.848124
-23.17342,-46.88517;-23.02909,-46.7489
-23.17342,-46.88517;-23.26288,-47.285588
-23.17342,-46.88517;-23.1048,-47.01019
-23.17342,-46.88517;-23.1611183,-47.0247971
-23.17342,-46.88517;-23.1869986,-46.891701
-23.17342,-46.88517;-23.149478,-46.846249
-23.17342,-46.88517;-23.2070017,-46.8849456
-23.17342,-46.88517;-23.174851,-46.88624
-23.17342,-46.88517;-23.152782,-46.873565
-23.17342,-46.88517;-23.190588,-46.897851
-23.17342,-46.88517;-23.211907,-46.864316
-23.17342,-46.88517;-23.187206,-46.960093
-23.17342,-46.88517;-23.1786241,-46.9130934
-23.17342,-46.88517;-23.173423,-46.885174
-23.17342,-46.88517;-23.1905041,-46.8964141
-23.17342,-46.88517;-23.292325,-46.573989
-23.17342,-46.88517;-22.909196,-46.971693
-23.17342,-46.88517;-22.97916,-47.000744
-23.17342,-46.88517;-22.9629389,-47.0034141
-23.17342,-46.88517;-22.9679285,-47.0025665
-23.17342,-46.88517;-22.996876,-47.034189
-23.17342,-46.88517;-22.980194,-46.999828
-23.17342,-46.88517;-22.9920494,-47.0053895
-23.17342,-46.88517;-23.209112,-46.847763
-22.88854,-47.11251;-22.752536,-47.348265
-22.88854,-47.11251;-22.7291866,-47.2959761
-22.88854,-47.11251;-22.910387,-47.09632
-22.88854,-47.11251;-22.887272,-47.044933
-22.88854,-47.11251;-22.8933718,-47.061021
-22.88854,-47.11251;-22.877242,-47.043489
-22.88854,-47.11251;-22.8299875,-47.0788267
-22.88854,-47.11251;-22.825341,-47.0797112
-22.88854,-47.11251;-22.8959345,-47.0737555
-22.88854,-47.11251;-22.8354707,-47.0793331
-22.88854,-47.11251;-22.888548,-47.112515
-22.88854,-47.11251;-22.900321,-47.058314
-22.88854,-47.11251;-22.929173,-47.069918
-22.88854,-47.11251;-22.8553587,-47.1106562
-22.88854,-47.11251;-22.881528,-47.072282
-22.88854,-47.11251;-22.92001,-47.053107
-22.88854,-47.11251;-22.905265,-47.05135
-22.88854,-47.11251;-22.902468,-47.046218
-22.88854,-47.11251;-22.922754,-47.050799
-22.88854,-47.11251;-22.930288,-47.101988
-22.88854,-47.11251;-22.855826,-47.1513
-22.88854,-47.11251;-22.818631,-47.081272
-22.88854,-47.11251;-22.925426,-47.056482
-22.88854,-47.11251;-22.8885,-47.167243
-22.88854,-47.11251;-22.890836,-47.230751
-22.88854,-47.11251;-22.5839723,-47.4087894
-22.88854,-47.11251;-22.5817794,-47.387211
-22.88854,-47.11251;-22.432724,-46.95298
-22.88854,-47.11251;-22.4363905,-46.9753399
-22.88854,-47.11251;-22.790296,-47.296429
-22.88854,-47.11251;-22.766773,-47.149123
-22.88854,-47.11251;-22.726597,-47.361545
-22.71519,-47.63266;-22.231071,-47.740257
-22.71519,-47.63266;-22.715195,-47.632669
-22.71519,-47.63266;-22.6971374,-47.6600391
-22.71519,-47.63266;-22.6999538,-47.674859
-22.71519,-47.63266;-22.710824,-47.6555037
-22.71519,-47.63266;-22.759492,-47.645506
-22.71519,-47.63266;-22.7388269,-47.6305162
-22.71519,-47.63266;-22.6896633,-47.6731908
-22.71519,-47.63266;-22.7028443,-47.6475316
-22.71519,-47.63266;-22.724274,-47.6333153
-22.71519,-47.63266;-22.7109964,-47.6354569
-22.71519,-47.63266;-22.4128397,-47.5601659
-22.71519,-47.63266;-22.4112213,-47.5562311
-22.71519,-47.63266;-22.008752,-47.898299
-22.32594,-49.05586;-21.2255,-50.444622
-22.32594,-49.05586;-21.228507,-50.437769
-22.32594,-49.05586;-22.343707,-49.052013
-22.32594,-49.05586;-22.328397,-49.066956
-22.32594,-49.05586;-22.3259406,-49.0558655
-22.32594,-49.05586;-22.331033,-49.085549
-22.32594,-49.05586;-22.335371,-49.053813
-22.32594,-49.05586;-22.325647,-49.063706
-22.32594,-49.05586;-22.31208,-49.071446
-22.32594,-49.05586;-22.862302,-48.441902
-22.32594,-49.05586;-22.924557,-48.451666
-22.32594,-49.05586;-23.13856,-48.44686
-22.32594,-49.05586;-22.139615,-51.397855
-22.32594,-49.05586;-22.807413,-49.534099
-21.17287,-47.8068;-21.779054,-48.179554
-21.17287,-47.8068;-20.552267,-47.409991
-21.17287,-47.8068;-20.542681,-47.422278
-21.17287,-47.8068;-21.1986885,-47.8080784
-21.17287,-47.8068;-21.21251,-47.796086
-21.17287,-47.8068;-21.188243,-47.798121
-21.17287,-47.8068;-21.1728751,-47.8068099
-21.17287,-47.8068;-21.216698,-47.8197966
-21.17287,-47.8068;-21.1845465,-47.7577181
-21.17287,-47.8068;-21.211181,-47.772714
-21.17287,-47.8068;-21.1893221,-47.8065546
-21.17287,-47.8068;-21.203474,-47.809717
-21.17287,-47.8068;-21.1661352,-47.7892246
-21.17287,-47.8068;-20.792398,-49.393643
-21.17287,-47.8068;-20.822841,-49.392559
-21.17287,-47.8068;-20.822974,-49.385054
-21.17287,-47.8068;-20.8238742,-49.4026553
-21.17287,-47.8068;-20.8251335,-49.3665091
-21.17287,-47.8068;-20.817773,-49.395561
-21.17287,-47.8068;-20.8273333,-49.3658309
-21.17287,-47.8068;-20.8315646,-49.4049554
-23.52349,-47.49537;-23.4162298,-47.3460521
-23.52349,-47.49537;-23.426167,-47.359412
-23.52349,-47.49537;-23.487423,-47.474776
-23.52349,-47.49537;-23.417603,-47.407944
-23.52349,-47.49537;-23.496423,-47.4661221
-23.52349,-47.49537;-23.5525447,-47.4650971
-25.45543,-49.21497;-25.514128,-49.231477
-25.45543,-49.21497;-25.4450437,-49.304615
-25.45543,-49.21497;-25.477276,-49.334701
-25.45543,-49.21497;-25.511781,-49.332461
-25.45543,-49.21497;-25.418912,-49.348273
-25.45543,-49.21497;-25.406902,-49.255767
-25.45543,-49.21497;-25.46846,-49.263745
-25.45543,-49.21497;-25.512089,-49.274094
-25.45543,-49.21497;-25.391448,-49.256456
-25.45543,-49.21497;-25.499407,-49.249719
-25.45543,-49.21497;-25.435592,-49.327338
-25.45543,-49.21497;-25.443498,-49.267926
-25.45543,-49.21497;-25.430027,-49.343073
-25.45543,-49.21497;-25.446652,-49.247678
-25.45543,-49.21497;-23.342239,-51.159158
-25.45543,-49.21497;-23.300536,-51.186379
-25.45543,-49.21497;-23.395922,-51.917964
-25.45543,-49.21497;-23.427603,-51.937416
-25.45543,-49.21497;-25.552111,-48.552023
-25.45543,-49.21497;-25.451036,-49.179392
-25.45543,-49.21497;-25.436206,-49.16777
-25.45543,-49.21497;-25.609546,-49.172238
-22.86634,-43.25104;-22.774227,-41.928529
-22.86634,-43.25104;-22.7948926,-43.2962253
-22.86634,-43.25104;-22.678533,-43.286353
-22.86634,-43.25104;-22.79241,-43.30392
-22.86634,-43.25104;-22.563379,-42.99945
-22.86634,-43.25104;-22.745989,-42.855662
-22.86634,-43.25104;-22.946725,-43.031668
-22.86634,-43.25104;-22.887808,-43.1149492
-22.86634,-43.25104;-22.295356,-42.526755
-22.86634,-43.25104;-22.516848,-43.22858
-22.86634,-43.25104;-22.9854898,-43.2232754
-22.86634,-43.25104;-22.8721116,-43.2584107
-22.86634,-43.25104;-22.74726,-42.81205
-22.86634,-43.25104;-22.830725,-43.270219
-22.86634,-43.25104;-22.923803,-43.565357
-22.86634,-43.25104;-22.913339,-43.1808861
-22.86634,-43.25104;-22.9669384,-43.2034558
-22.86634,-43.25104;-22.8017555,-43.3512168
-22.86634,-43.25104;-22.805175,-43.209771
-22.86634,-43.25104;-22.9499566,-43.177446
-22.86634,-43.25104;-22.88191,-43.29292
-22.86634,-43.25104;-22.951153,-43.193147
-22.86634,-43.25104;-22.836785,-43.3174833
-22.86634,-43.25104;-22.813784,-43.073608
-22.86634,-43.25104;-22.784828,-42.983743
-22.86634,-43.25104;-22.87102,-43.00446
-22.86634,-43.25104;-22.859848,-43.028576
-22.86249,-43.54302;-22.9929744,-43.2552769
-22.86249,-43.54302;-22.9369145,-43.3330941
-22.86249,-43.54302;-22.8624987,-43.5430204
-22.86249,-43.54302;-22.8748225,-43.5541716
-22.86249,-43.54302;-22.892791,-43.671947
-22.86249,-43.54302;-23.0020752,-43.3262628
-22.86249,-43.54302;-23.0122837,-43.3051556
-22.86249,-43.54302;-23.0065886,-43.308949
-22.86249,-43.54302;-23.0181467,-43.4828132
-22.86249,-43.54302;-23.0206299,-43.5007164
-22.86249,-43.54302;-22.8885852,-43.6580269
-22.86249,-43.54302;-23.016516,-43.473794
-22.86249,-43.54302;-23.0006509,-43.3752519
-22.86249,-43.54302;-22.8015346,-43.4203493
-22.86249,-43.54302;-22.4929013,-44.0920926
-22.86249,-43.54302;-22.8603689,-43.5168186
-22.86249,-43.54302;-22.9272778,-43.3609759
-22.86249,-43.54302;-22.911702,-43.360276
-22.86249,-43.54302;-22.460019,-44.437208
-22.86249,-43.54302;-22.4099625,-43.6710937
-22.86249,-43.54302;-22.923803,-43.565357
-22.86249,-43.54302;-22.511534,-44.086174
-22.86249,-43.54302;-22.512433,-44.087651
-22.86249,-43.54302;-22.927491,-43.553993
-22.86249,-43.54302;-22.821502,-43.408455
